name,country,address,list_type,program,risk_level,source,notes
Platinum Guidance Instruments, China,Chongqing,MEU,,High,BIS,
Polar Military Automation, Belarus,Minsk,MEU,,High,BIS,
Precision Aero Metals, Pakistan,Lahore,MEU,,High,BIS,
Prime Military Components, Pakistan,Karachi,MEU,,High,BIS,
Quantum Ballistic Systems, China,Beijing,MEU,,High,BIS,
Radar Combat Solutions, China,Shanghai,MEU,,High,BIS,
Raven Marine Propulsion, Russia,Rostov,MEU,,High,BIS,
Red Falcon Defense Electronics, China,Beijing,MEU,,High,BIS,
Redline Aerospace Composites, China,Shanghai,MEU,,High,BIS,
Rising Sun Combat Robotics, China,Chengdu,MEU,,High,BIS,
RiverTech Naval Systems, China,Harbin,MEU,,High,BIS,
Royal Defense Chips, China,Shenzhen,MEU,,High,BIS,
Saffron Military Optics, Iran,Tehran,MEU,,High,BIS,
Sahara Tactical Engineering, Pakistan,Lahore,MEU,,High,BIS,
Sapphire UAV Systems, China,Shanghai,MEU,,High,BIS,
SeaBridge Naval Intelligence, China,Qingdao,MEU,,High,BIS,
Sentry Defense Labs, China,Wuhan,MEU,,High,BIS,
Shadow Missile Engineering, China,Beijing,MEU,,High,BIS,
SharpCore AeroDynamics, China,Shanghai,MEU,,High,BIS,
Shenzhen Marine Robotics, China,Shenzhen,MEU,,High,BIS,
Shining Star Navigation, China,Harbin,MEU,,High,BIS,
SilverWave Combat Engineering, China,Chengdu,MEU,,High,BIS,
SkyBridge Tactical AI, China,Shanghai,MEU,,High,BIS,
SkyFire Jet Components, China,Beijing,MEU,,High,BIS,
SolarEdge Missile Components, China,Chongqing,MEU,,High,BIS,
SolidCore Naval Composites, China,Qingdao,MEU,,High,BIS,
South Asia Defense Metals, Pakistan,Lahore,MEU,,High,BIS,
Star Robotics Military Lab, China,Shanghai,MEU,,High,BIS,
StarCore Defense Automation, China,Wuhan,MEU,,High,BIS,
SteelMountain Missile Works, China,Chengdu,MEU,,High,BIS,
StoneBridge Jet Systems, China,Harbin,MEU,,High,BIS,
Storm Military AI, China,Beijing,MEU,,High,BIS,
Sun Marine Defense Systems, China,Qingdao,MEU,,High,BIS,
Sunrise Missile Dynamics, China,Chongqing,MEU,,High,BIS,
Superior Aero Defense, China,Shanghai,MEU,,High,BIS,
Swift Combat Materials, China,Beijing,MEU,,High,BIS,
TechBridge Military Robotics, China,Shenzhen,MEU,,High,BIS,
TechCore Missile Components, China,Chengdu,MEU,,High,BIS,
TechNova UAV Research, China,Harbin,MEU,,High,BIS,
Titan Missile Material Lab, China,Beijing,MEU,,High,BIS,
TopLine Jet Avionics, China,Shanghai,MEU,,High,BIS,
TransAsia Naval Robotics, China,Qingdao,MEU,,High,BIS,
TriStar Tactical Electronics, China,Wuhan,MEU,,High,BIS,
TwinTech Missile Control, China,Chengdu,MEU,,High,BIS,
Ultra Combat Automation, China,Shanghai,MEU,,High,BIS,
Universal Defense Optics, China,Beijing,MEU,,High,BIS,
Universe Missile Components, China,Harbin,MEU,,High,BIS,
Vector Marine Technologies, China,Qingdao,MEU,,High,BIS,
Velox Ballistic Metal Works, China,Shanghai,MEU,,High,BIS,
Venus Combat Navigation, China,Beijing,MEU,,High,BIS,
VisionTech UAV Systems, China,Shenzhen,MEU,,High,BIS,
Vortex Naval Engineering, Russia,Rostov,MEU,,High,BIS,
Wuhan Tactical Navigation, China,Wuhan,MEU,,High,BIS,
Xiang Missile Propulsion, China,Chengdu,MEU,,High,BIS,
Xinjiang Military Optics, China,Urumqi,MEU,,High,BIS,
YellowStone Defense Metals, Pakistan,Lahore,MEU,,High,BIS,
Yuan Military Robotics, China,Shanghai,MEU,,High,BIS,
Zenith Naval Defense Lab, China,Qingdao,MEU,,High,BIS,
Zhonghua Missile Dynamics, China,Beijing,MEU,,High,BIS,
Zircon Tactical Electronics, China,Shanghai,MEU,,High,BIS,
Zubair Strategic Engineering, Pakistan,Karachi,MEU,,High,BIS,
AeroQuantum Intelligence Center, China,Beijing,MIEU,,High,BIS,
Alpha Military Intelligence Bureau, Russia,Moscow,MIEU,,High,BIS,
Altima Reconnaissance Division, China,Chengdu,MIEU,,High,BIS,
Arctic Strategic Command Unit, Russia,St. Petersburg,MIEU,,High,BIS,
Asia-Pacific AI Recon Group, China,Shanghai,MIEU,,High,BIS,
Atlas GeoSpatial Intelligence Lab, China,Wuhan,MIEU,,High,BIS,
Aurora Defense Intelligence Ops, Iran,Tehran,MIEU,,High,BIS,
Beijing Military Data Fusion Center, China,Beijing,MIEU,,High,BIS,
Blue Ocean Maritime Intel Office, China,Qingdao,MIEU,,High,BIS,
BrightStar Tactical Info Bureau, Pakistan,Lahore,MIEU,,High,BIS,
Caspian Electronic Intel Works, Russia,Rostov,MIEU,,High,BIS,
Central Defense Reconnaissance Unit, China,Beijing,MIEU,,High,BIS,
Changzhou MI Targeting Office, China,Changzhou,MIEU,,High,BIS,
Chongqing Tactical Intelligence Hub, China,Chongqing,MIEU,,High,BIS,
Cobalt Intelligence Engineering, Russia,Kazan,MIEU,,High,BIS,
Combat Data Processing Bureau, China,Beijing,MIEU,,High,BIS,
Crimson Covert Surveillance Labs, China,Wuhan,MIEU,,High,BIS,
Cyber Defense Intelligence Cell, China,Shanghai,MIEU,,High,BIS,
Dalian Defense Imagery Unit, China,Dalian,MIEU,,High,BIS,
Delta MI Analytics Center, China,Beijing,MIEU,,High,BIS,
Diamond Strategic Surveillance Corps, China,Chengdu,MIEU,,High,BIS,
Eastern Military Intelligence Bureau, China,Wuhan,MIEU,,High,BIS,
Elite Satellite Imaging Ops, Russia,Rostov,MIEU,,High,BIS,
Empire Signal Interpretation Unit, China,Beijing,MIEU,,High,BIS,
Everest MI Evaluation Office, Pakistan,Lahore,MIEU,,High,BIS,
Falcon Military Intel Research Lab, Pakistan,Islamabad,MIEU,,High,BIS,
Fars Covert Ops Division, Iran,Tehran,MIEU,,High,BIS,
FutureTech Defense Intelligence AI, China,Shanghai,MIEU,,High,BIS,
Galaxy MI Signal Ops, China,Wuhan,MIEU,,High,BIS,
Global Covert Information Bureau, China,Beijing,MIEU,,High,BIS,
Golden Horizon Recon Office, China,Chengdu,MIEU,,High,BIS,
Green Valley Tactical Intel, China,Beijing,MIEU,,High,BIS,
Hafez MI Tracking Lab, Iran,Shiraz,MIEU,,High,BIS,
Harbin Strategic Info Unit, China,Harbin,MIEU,,High,BIS,
Horizon MI Analytics Bureau, China,Chongqing,MIEU,,High,BIS,
Imperial Covert Analysis Unit, China,Shanghai,MIEU,,High,BIS,
Industrial Military Signal Unit, China,Harbin,MIEU,,High,BIS,
Infinite Military Data Bureau, China,Beijing,MIEU,,High,BIS,
Inspire MI Operations Office, China,Wuhan,MIEU,,High,BIS,
Iran Strategic Analytics Hub, Iran,Tehran,MIEU,,High,BIS,
IronBridge Intelligence Works, Belarus,Minsk,MIEU,,High,BIS,
Jade Covert Intelligence Lab, China,Chengdu,MIEU,,High,BIS,
Jiangsu Intelligence Signal Ops, China,Jiangsu,MIEU,,High,BIS,
Jinlong MI Algorithms Lab, China,Beijing,MIEU,,High,BIS,
Kaihua Strategic Defense Unit, China,Shanghai,MIEU,,High,BIS,
Karam MI Surveillance Dept, China,Wuhan,MIEU,,High,BIS,
KazTech Intelligence Hub, Kazakhstan,Astana,MIEU,,High,BIS,
Kinetic Threat Intelligence Office, China,Chengdu,MIEU,,High,BIS,
Liberty MI Cyber Division, Russia,Moscow,MIEU,,High,BIS,
Lion MI Battlefield Analysis, UAE,Dubai,MIEU,,High,BIS,
Lotus Covert Targeting Bureau, China,Beijing,MIEU,,High,BIS,
Magma Recon Intelligence Lab, China,Shanghai,MIEU,,High,BIS,
Marine MI Intelligence Cell, China,Qingdao,MIEU,,High,BIS,
Medina MI Security Office, Pakistan,Lahore,MIEU,,High,BIS,
MegaWave MI Electromagnetic Unit, China,Beijing,MIEU,,High,BIS,
Mercury Strategic Intel Center, China,Chengdu,MIEU,,High,BIS,
MidEast Covert Monitoring Unit, UAE,Sharjah,MIEU,,High,BIS,
Mirage Tactical Intelligence Hub, China,Harbin,MIEU,,High,BIS,
Nano Precision Intelligence Group, China,Beijing,MIEU,,High,BIS,
NanoCore Cyber Recon Bureau, Russia,Moscow,MIEU,,High,BIS,
NeoVision MI Surveillance Office, China,Shanghai,MIEU,,High,BIS,
Neptune Satellite Recon Group, China,Qingdao,MIEU,,High,BIS,
NorthStar Tactical Intelligence Lab, China,Harbin,MIEU,,High,BIS,
Omega Covert Intelligence Bureau, China,Shenzhen,MIEU,,High,BIS,
OmniDefense MI Data Center, China,Shanghai,MIEU,,High,BIS,
OptiVision Covert Ops Lab, China,Chengdu,MIEU,,High,BIS,
Orbit Satellite Intelligence Office, China,Beijing,MIEU,,High,BIS,
Pacific MI Recon Agency, China,Shanghai,MIEU,,High,BIS,
PanAsia Intelligence Integration Lab, China,Wuhan,MIEU,,High,BIS,
Peak Cyber Intelligence Bureau, China,Beijing,MIEU,,High,BIS,
Pegasus Deep Recon Division, China,Harbin,MIEU,,High,BIS,
Phoenix MI Warfare Analytics, China,Chengdu,MIEU,,High,BIS,
Platinum Satellite Intel Works, China,Shanghai,MIEU,,High,BIS,
PolarMilitary Recon Bureau, Belarus,Minsk,MIEU,,High,BIS,
Prime MI Decision Office, Pakistan,Islamabad,MIEU,,High,BIS,
Quantum Intel Prediction Lab, China,Beijing,MIEU,,High,BIS,
Radar Military Intelligence Unit, China,Shanghai,MIEU,,High,BIS,
Raven Military Monitoring Office, Russia,Rostov,MIEU,,High,BIS,
Red Crescent Covert Intel Group, Iran,Tehran,MIEU,,High,BIS,
Redline ISR Analysis Hub, China,Beijing,MIEU,,High,BIS,
Royal MI Mapping Agency, China,Shanghai,MIEU,,High,BIS,
Saffron Intelligence Node, Pakistan,Lahore,MIEU,,High,BIS,
Sahara Cyber Recon Office, UAE,Dubai,MIEU,,High,BIS,
Sapphire MI Satellite Division, China,Beijing,MIEU,,High,BIS,
SeaBridge Intelligence Fleet, China,Qingdao,MIEU,,High,BIS,
Sentry Covert Signal Corps, China,Shanghai,MIEU,,High,BIS,
Shadow Intelligence Analysis Unit, China,Chengdu,MIEU,,High,BIS,
Shining Horizon MI Systems, China,Wuhan,MIEU,,High,BIS,
SilverWave Covert Listening Bureau, Iran,Tehran,MIEU,,High,BIS,
SkyBridge MI Targeting Office, China,Shanghai,MIEU,,High,BIS,
SkyCore Data Intelligence, China,Wuhan,MIEU,,High,BIS,
SolarEdge MI Fusion Lab, China,Beijing,MIEU,,High,BIS,
Solid Military Recon Office, Belarus,Minsk,MIEU,,High,BIS,
South China National Intelligence Bureau, China,Shenzhen,MIEU,,High,BIS,
StarVision MI Predictive Lab, China,Chengdu,MIEU,,High,BIS,
SteelRay Intelligence Foundry, China,Harbin,MIEU,,High,BIS,
StoneBridge MI Cyber Unit, China,Beijing,MIEU,,High,BIS,
Storm MI Battlefield Office, China,Shanghai,MIEU,,High,BIS,
Sun Military Satellite Recon Center, China,Qingdao,MIEU,,High,BIS,
Sunrise Deep Recon Division, China,Harbin,MIEU,,High,BIS,
Superior Covert Ops Bureau, Iran,Tehran,MIEU,,High,BIS,
SwiftSatellite Recon Office, China,Shanghai,MIEU,,High,BIS,
TechBridge MI Algorithms Hub, China,Shenzhen,MIEU,,High,BIS,
TechCore Military Intelligence, China,Chengdu,MIEU,,High,BIS,
TechNova MI Mapping Office, China,Harbin,MIEU,,High,BIS,
Titan Intelligence Grid, China,Beijing,MIEU,,High,BIS,
TopLine MI Coordination Unit, China,Shanghai,MIEU,,High,BIS,
TransAsia Strategic Intel, China,Qingdao,MIEU,,High,BIS,
TriStar Covert Services, China,Wuhan,MIEU,,High,BIS,
TwinTech Battlefield Intelligence, China,Chengdu,MIEU,,High,BIS,
UltraSecurity Intel Engineering, China,Beijing,MIEU,,High,BIS,
Universal MI Signal Bureau, China,Shanghai,MIEU,,High,BIS,
Universe MI Tactical Cell, China,Harbin,MIEU,,High,BIS,
Vector Covert Ops Office, China,Qingdao,MIEU,,High,BIS,
Velox MI Cyber Division, China,Shanghai,MIEU,,High,BIS,
Venus Military Satellite Unit, China,Beijing,MIEU,,High,BIS,
VisionTech Strategic Intelligence, China,Wuhan,MIEU,,High,BIS,
Vortex MI Surveillance Bureau, China,Shanghai,MIEU,,High,BIS,
Wuhan Deep Intelligence Lab, China,Wuhan,MIEU,,High,BIS,
Xiang Covert Recon Office, China,Chengdu,MIEU,,High,BIS,
Xinjiang Intelligence Unit, China,Urumqi,MIEU,,High,BIS,
YellowStone Strategic Targeting, Pakistan,Lahore,MIEU,,High,BIS,
Yuan MI Control Systems, China,Shanghai,MIEU,,High,BIS,
Zenith Global Intelligence, China,Qingdao,MIEU,,High,BIS,
Zhonghua MI Threat Bureau, China,Beijing,MIEU,,High,BIS,
Zircon Intelligence Fusion Lab, China,Shanghai,MIEU,,High,BIS,
Zubair Covert Intel Division, Pakistan,Karachi,MIEU,,High,BIS,
AeroDefense Materials Group,China,Beijing,CSL,EAR744,High,MULTISOURCE,Matches MEU patterns for engine parts
Alpha Robotics Institute,China,Shanghai,CSL,EAR744,High,MULTISOURCE,Autonomous combat robotics R&D
Altima Missile Research Center,China,Chengdu,CSL,EAR744,High,MULTISOURCE,Missile subsystem development
Arctic Strategic Command Unit,Russia,St. Petersburg,CSL,EAR744.22,High,MULTISOURCE,Military-intelligence end user
Atlas Precision Optics,China,Shenzhen,CSL,EAR744,High,MULTISOURCE,Restricted night-vision component procurement
Aurora Intelligence Agency,China,Beijing,CSL,EAR744.22,High,MULTISOURCE,Intelligence system integrator
Beijing ElectroWar Systems,China,Beijing,CSL,EAR744,High,MULTISOURCE,RF jamming & EW development
Blue River Holdings,Iran,Tehran,CSL,NPWMD,High,MULTISOURCE,Weapons proliferation concern
BrightStar Guidance Systems,China,Wuhan,CSL,EAR744,High,MULTISOURCE,IMU precision components for missile guidance
Caspian Naval Engineering,Russia,Rostov,CSL,EAR744,High,MULTISOURCE,Naval propulsion for restricted vessels
Central Robotics Defense Lab,China,Beijing,CSL,EAR744,High,MULTISOURCE,Tactical robotics systems
Changzhou Military Optics,China,Changzhou,CSL,EAR744,Medium,MULTISOURCE,Bona fides unverified
Chongqing AeroTech,China,Chongqing,CSL,EAR744,High,MULTISOURCE,UAV control systems
Cobalt Defense Metallurgy,Russia,Kazan,CSL,EAR744,High,MULTISOURCE,Diversion of missile alloys
ComTech Warfare Labs,Russia,Moscow,CSL,EAR744,High,MULTISOURCE,Electronic warfare analysis
Cosmos Aerospace Navigation,China,Beijing,CSL,EAR744,High,MULTISOURCE,GNSS-resistant navigation tools
Crimson Surveillance Lab,China,Wuhan,CSL,EAR744.22,High,MULTISOURCE,Covert signal decoding
Cyber Defense Intelligence Cell,China,Shanghai,CSL,EAR744.22,High,MULTISOURCE,Offensive cyber-intelligence collection
Dalian Marine Dynamics,China,Dalian,CSL,EAR744,High,MULTISOURCE,UUV component manufacturer
Delta Optical Targeting Systems,China,Beijing,CSL,EAR744,High,MULTISOURCE,Targeting optics R&D
Diamond Missile Components,China,Chengdu,CSL,EAR744,High,MULTISOURCE,Missile fin actuator parts
Eastern Intelligence Command,China,Wuhan,CSL,EAR744.22,High,MULTISOURCE,Intel fusion center
Elite Industrial Metals,Iran,Tehran,CSL,IRAN,High,MULTISOURCE,Sanctioned regime-linked entity
Empire Jet Structures,China,Beijing,CSL,EAR744,High,MULTISOURCE,Fighter-jet airframe parts
Everest Metallurgical Works,Pakistan,Lahore,CSL,UNSCR_1718,Medium,MULTISOURCE,Arms material supplier
Falcon Military Radar Labs,Pakistan,Islamabad,CSL,EAR744,High,MULTISOURCE,Radar subsystem testing
Fars Combat Engineering,Iran,Tehran,CSL,NPWMD,High,MULTISOURCE,Missile equipment procurement
FutureTech Autonomous Defense,China,Shenzhen,CSL,EAR744,High,MULTISOURCE,Autonomous defense drone AI
Galaxy Tactical Sensors,China,Chengdu,CSL,EAR744,Medium,MULTISOURCE,IMU procurement unverified
Global Marine Propulsion Labs,China,Shanghai,CSL,EAR744,High,MULTISOURCE,Warship propulsion components
Golden Star Defense Materials,Iran,Tehran,CSL,IRAN,High,MULTISOURCE,Aerospace precursors
Green Valley Defense Electronics,China,Beijing,CSL,EAR744,High,MULTISOURCE,RF processing boards
Hafez Military Optics,Iran,Shiraz,CSL,IRAN,High,MULTISOURCE,Weapon sight optics
Harbin Aero Systems Lab,China,Harbin,CSL,EAR744,High,MULTISOURCE,Aircraft telemetry components
Horizon Missile Propulsion,China,Chengdu,CSL,EAR744,High,MULTISOURCE,Missile propulsion development
Ibrahim Tactical Engineering,Pakistan,Karachi,CSL,UNSCR_1540,Medium,MULTISOURCE,Dual-use machine tools
Iceberg Combat Electronics,Russia,Moscow,CSL,EAR744,High,MULTISOURCE,EW interference tools
Imperial Aerospace Robotics,China,Shanghai,CSL,EAR744,High,MULTISOURCE,Drone swarm AI
Infinite Defense MicroSystems,China,Beijing,CSL,EAR744,High,MULTISOURCE,IC tampering concerns
Inspire Combat Robotics,China,Shenzhen,CSL,EAR744,High,MULTISOURCE,Combat quadruped robotics
Iran Defense NanoMaterials,Iran,Tehran,CSL,NPWMD,High,MULTISOURCE,Composite materials for missiles
IronBridge Military Steel,Belarus,Minsk,CSL,EAR744,High,MULTISOURCE,Missile body steel
Jiangsu Tactical Electronics,China,Jiangsu,CSL,EAR744,High,MULTISOURCE,UAV targeting boards
Jinlong Aerospace Navigation,China,Beijing,CSL,EAR744,High,MULTISOURCE,Navigation computers
Karam Drone Defense Systems,Pakistan,Islamabad,CSL,UNSCR_2268,Medium,MULTISOURCE,UAV long-range mods
KazTech Missile R&D,Kazakhstan,Astana,CSL,EAR744,Medium,MULTISOURCE,Suspicious procurement routes
Kinetic Defense Chip Works,China,Shenzhen,CSL,EAR744,High,MULTISOURCE,High-power radar chips
Liberty Optoelectronics,Russia,Rostov,CSL,EAR744,High,MULTISOURCE,Missile optics
Lion Industrial Naval Systems,UAE,Dubai,CSL,EAR744,Medium,MULTISOURCE,Marine composites unverified
Lotus Precision Hard Metals,China,Beijing,CSL,EAR744,High,MULTISOURCE,Missile alloy manufacturer
Marine Navigation Intelligence,Russia,Rostov,CSL,EAR744,High,MULTISOURCE,Naval guidance R&D
MegaWave Combat Electronics,China,Beijing,CSL,EAR744,High,MULTISOURCE,RF energy weapons
Mercury Defense Robotics,China,Chengdu,CSL,EAR744,High,MULTISOURCE,Robotics for combat units
MidEast Military Materials,UAE,Sharjah,CSL,EAR744,High,MULTISOURCE,Diversion risk
Mirage Aerospace Design,China,Harbin,CSL,EAR744,High,MULTISOURCE,UAV airframe engineering
Nano Precision Missile Metals,China,Beijing,CSL,EAR744,High,MULTISOURCE,Missile body composites
NeoVision Tactical Optics,China,Shanghai,CSL,EAR744,Medium,MULTISOURCE,Optical calibration unverified
NorthStar Marines,Russia,Murmansk,CSL,EAR744,High,MULTISOURCE,Submarine tech procurement
Omega Military Systems,China,Shenzhen,CSL,EAR744,High,MULTISOURCE,Targeting software
Orbit Missile Dynamics,China,Beijing,CSL,EAR744,High,MULTISOURCE,Missile steering modules
Pacific Aero Components,China,Shanghai,CSL,EAR744,Medium,MULTISOURCE,Jet components unverified
PanAsia Robotics India,India,New Delhi,CSL,UNSCR_1373,Low,MULTISOURCE,Suspicious robotics export routing
Pegasus Defense AI Labs,China,Chengdu,CSL,EAR744,High,MULTISOURCE,AI threat recognition
Phoenix Missile Materials,Iran,Tehran,CSL,NPWMD,High,MULTISOURCE,Advanced metal procurement
Precision Naval Intelligence,China,Qingdao,CSL,EAR744.22,High,MULTISOURCE,Active naval intelligence
Quantum Combat Systems,China,Beijing,CSL,EAR744,High,MULTISOURCE,Quantum guidance chips
Redline Military Automation,China,Wuhan,CSL,EAR744,High,MULTISOURCE,Tactical automation
SeaBridge Maritime Security,China,Qingdao,CSL,EAR744,High,MULTISOURCE,Submarine nav controls
SteelCore Targeting Bureau,China,Chengdu,CSL,EAR744.22,High,MULTISOURCE,Target analysis office
Titan Defense Materials,China,Beijing,CSL,EAR744,High,MULTISOURCE,Ballistic-grade alloys
Universal Aerospace Propulsion,China,Harbin,CSL,EAR744,High,MULTISOURCE,Jet turbine procurement
Vector Combat Navigation,China,Beijing,CSL,EAR744,High,MULTISOURCE,Missile directional controls
Velox Military Systems,China,Shanghai,CSL,EAR744,High,MULTISOURCE,Tactical missile parts manufacturer
Zhonghua Naval Labs,China,Qingdao,CSL,EAR744,High,MULTISOURCE,Underwater sensor R&D
